fid,name,type,zip,addr1,addr2,lon,lat,tel,city,gugun,date
5885,매정리경로당 체육시설,간이운동장,36600,경상북도 안동시 녹전면 매정리 652-1,,128.7837155,36.80082125,054-840-4664,경상북도,안동시,20180416
5886,매천공원,간이운동장,,대구광역시 북구 관문동,매천동 671,128.544815,35.909241,053-665-2795,대구광역시,북구,20161009
5887,매천근린공원,간이운동장,,대구광역시 북구 매천동 671,,128.5447849,35.90914993,053-665-4322,대구광역시,북구,20170302
5888,매천역 동네체육,간이운동장,,대구광역시 북구 태전동 1100-1,,128.5434861,35.91254412,053-665-4322,대구광역시,북구,20170302
5889,매촌마을 운동기구,간이운동장,52215,경상남도 산청군 금서면 매촌리 717-4 금서면사무소,,127.8631146,35.41746775,055-970-8203,경상남도,산청군,20110101
5890,매촌마을 운동기구-2,간이운동장,,경남 산청군 금서면 매촌리 691-1,,127.8617071,35.41606675,055-970-8203,경상남도,산청군,20110101
5891,매포체육관,생활체육관,27006,충청북도 단양군 매포읍 평동리 351-7,매포체육관,128.2990127,37.03223939,043-420-3602,충청북도,단양군,20180130
5892,매호1리 경로당,간이운동장,38817,경상북도 영천시 임고면 매호리 728,매호1리 경로당,128.9668813,35.99773697,054-339-7712,경상북도,영천시,20171220
5893,매호2리 경로당,간이운동장,38817,경상북도 영천시 임고면 매호리 117-5 매호2리 경로당,매호2리 경로당,128.9671787,36.00843344,054-339-7712,경상북도,영천시,20210415
5894,매화1 체육공원 테니스장,테니스장,14931,경기도 시흥시 매화동 151 매화체육공원,,126.8227775,37.41596016,031-310-3159,경기도,시흥시,19000101
5895,매화1동 공영주차장,간이운동장,,전남 장성군 장성읍 영천리 870-7,매화1동 공영주차장,126.7877585,35.29935229,061-390-8506,전라남도,장성군,19000101
5896,매화1동마을회관 동네체육시설,간이운동장,57219,전라남도 장성군 장성읍 영천리 1011-6 복지회관,,126.7830169,35.29934856,061-390-7255,전라남도,장성군,20180524
5897,매화2동 마을회관 동네체육시설,간이운동장,57219,전라남도 장성군 장성읍 영천리 1087-5 매화2동노인복지회관,,126.7863348,35.30277775,061-390-7255,전라남도,장성군,20170101
5898,매화~오산간 임도,간이운동장,,경북 울진군 매화면 오산리 산 237,,129.39622,36.91380131,054-789-4521,경상북도,울진군,19000101
5899,매화공원,간이운동장,39178,경상북도 구미시 거의동 610-1 옥계중학교,,128.4112456,36.13850124,054-480-5588,경상북도,구미시,19000101
5900,매화동 복지회관 체육시설(다목적운동장),기타시설,429817,경기 시흥시 매화동 205-3,,126.814047,37.41684777,031-310-3159,경기도,시흥시,19000101
5901,매화동 복지회관 체육시설(트랙),기타시설,429817,경기 시흥시 매화동 205-3,,126.814047,37.41684777,031-310-3159,경기도,시흥시,19000101
5902,매화동 복지회관 체육시설(풋살),풋살장,429817,경기 시흥시 매화동 205-3,,126.814047,37.41684777,031-310-3159,경기도,시흥시,19000101
5903,매화리 대가실,간이운동장,,경북 울진군 매화면 매화리 1133-1,,129.3822102,36.91457304,054-789-4521,경상북도,울진군,19000101
5904,매화마을회관,간이운동장,57244,전라남도 장성군 진원면 선적리 765-165 매화경로당,매화마을회관,126.826271,35.26654855,061-390-8506,전라남도,장성군,19000101
5905,매화면 게이트볼장,간이운동장,36339,경상북도 울진군 매화면 매화리 1179-3,,129.3798358,36.90972844,054-789-4521,경상북도,울진군,19000101
5906,매화면 오산보건진료소,간이운동장,,경북 울진군 매화면 오산리 1040-8,,129.41515,36.88874981,054-789-4521,경상북도,울진군,19000101
5907,매화체육시설,간이운동장,50410,경상남도 밀양시 상동면 매화리 772-1 매화마을회관,,128.8049548,35.58548293,055-359-6596,경상남도,밀양시,20130101
5908,맥도마을 체육시설,간이운동장,,부산광역시 강서구 대저2동,,128.948886,35.147517,051-970-4122,부산광역시,강서구,19990101
5909,맥도생태공원게이트볼장,기타시설,46702,부산광역시 강서구 대저1동 2400-50,,128.9545656,35.14900831,051-941-9728,부산광역시,,20191230
5910,맥정마을회관,간이운동장,,전남 장성군 황룡면 옥정리 209-6,,126.7563892,35.27106723,061-390-8506,전라남도,장성군,19990101
5911,맷돌바위,간이운동장,26116,강원특별자치도 정선군 화암면 화암리 364-1,,128.7904705,37.33861766,033-560-2795,강원특별자치도,정선군,20170101
5912,맹동마을 체육시설,간이운동장,27463,충청북도 충주시 주덕읍 대곡리 323-5 맹동마을회관,맹동마을회관 앞,127.761217,36.96869109,043-850-2302,충청북도,충주시,20161123
5913,맹동혁신국민체육센터,생활체육관,27738,충청북도 음성군 맹동면 동성리 486,,127.541914,36.91071199,043-871-5914,충청북도,음성군,20221118
5914,맹리 주민생활체육시설,간이운동장,58100,전라남도 화순군 백아면 맹리 456-1 맹리마을회관,도로앞 천변,127.0926373,35.18114343,061-379-3403,전라남도,화순군,20130101
5915,맹살공원,간이운동장,,제주특별자치도 서귀포시 효돈동,,126.624698,33.262672,064-760-4633,제주특별자치도,서귀포시,20161231
5916,머지리쉼터,간이운동장,,경북 안동시 안막동 산 59-3,,128.7300425,36.5896635,054-840-4731,경상북도,안동시,20221119
5917,머질경로당,간이운동장,36679,경상북도 안동시 안막동 414-15,,128.7248229,36.59088609,054-840-4731,경상북도,안동시,20190502
5918,먹거리단지앞체육시설,간이운동장,,울산 중구 태화동 800,,129.2860374,35.55152921,052-290-3672,울산광역시,중구,19000101
5919,먹골축구장,축구장,12139,경기도 남양주시 진건읍 진관리 78-7,,127.1760318,37.65051385,031-5522-5005,경기도,남양주시,19000101
5920,먹적골어린이공원,간이운동장,,경기도 부천시 심곡3동,,126.773202,37.490872,032-340-0880,경기도,부천시,20161231
5921,면목2동체육관,생활체육관,2140,서울특별시 중랑구 면목동 146-1 면목2동 공동주차장,,127.0808681,37.58794477,02-2094-1862,서울특별시,중랑구,20081230
5922,면분회동네체육시설,간이운동장,37318,경상북도 의성군 안평면 박곡리 961 안평면노인복지회관,,128.5806833,36.37415459,054-830-5387,경상북도,의성군,20211022
5923,면사무소 소공원 체육시설,간이운동장,,경상북도 영천시 자양면,,129.018186,36.078942,054-339-7612,경상북도,영천시,20161231
5924,면사무소체육시설,전천후게이트볼장,,경남 거창군 남상면 무촌리 646,,127.9096293,35.64337792,055-940-8720,경상남도,거창군,20150101
5925,면천면 몽산 등산로,간이운동장,,충청남도 당진시 면천면,,126.667589,36.81765,041-350-3862,충청남도,당진시,20161231
5926,면천면 아미산 등산로,간이운동장,,충청남도 당진시 면천면,,126.655787,36.847848,041-350-3862,충청남도,당진시,20161231
5927,면청사 체육시설,간이운동장,27457,충청북도 충주시 신니면 용원리 35-1 신니면사무소,,127.7367389,36.99588122,043-850-6621,충청북도,충주시,20180223
5928,명경어린이공원 동네체육시설,간이운동장,28604,충청북도 청주시 흥덕구 복대동 2340 신율경로당,,127.448441,36.62533069,043-201-4435,충청북도,청주시,20170426
5929,명계1리 마을회관,간이운동장,38198,경상북도 경주시 내남면 명계리 267-4 명계1리마을회관,홈실마을,129.2376911,35.73068151,054-779-8192,경상북도,경주시,20200707
5930,명계2리 마을회관,간이운동장,38198,경상북도 경주시 내남면 명계리 809-5 명계2리마을회관,,129.2302054,35.72444684,054-779-8192,경상북도,경주시,20210507
5931,명계3리 마을회관,간이운동장,38198,경상북도 경주시 내남면 명계리 1429-1 명계3리마을회관,,129.2193407,35.7191764,054-779-8192,경상북도,경주시,20210713
5932,명곡동임시족구장,기타체육시설(체력단련장),51169,경상남도 창원시 의창구 명서동 16-7,,128.6415027,35.24933086,055-212-4064,경상남도,창원시,웰빙
5933,명곡체육시설,간이운동장,,경상남도 합천군 적중면,,128.274727,35.532312,055-930-4455,경상남도,합천군,20161231
5934,명달근린공원,간이운동장,,서울특별시 서초구 서초4동,,127.02112,37.499053,02-2155-6860,서울특별시,서초구,20161231
5935,명덕호수공원배드민턴장,기타시설,,울산 동구 전하동 산 162-11,,129.4196462,35.51676357,052-209-3337,울산광역시,동구,20240417
5936,명례마을 체육시설,간이운동장,,경남 밀양시 하남읍 명례리 2182-1,,128.7780782,35.35992912,055-359-5780,경상남도,밀양시,20140101
5937,명례마을체육시설(밀양영화학교),간이운동장,,경남 밀양시 하남읍 명례리 572,,128.7654415,35.35355829,055-359-6262,경상남도,밀양시,20070101
5938,명륜경로당,간이운동장,36691,경상북도 안동시 명륜동 338-5,,128.7300085,36.56892886,054-840-4731,경상북도,안동시,20220627
5939,명륜동 동네체육시설,간이운동장,,부산광역시 동래구 명륜동,,129.089852,35.213137,051-550-4344,부산광역시,동래구,20161231
5940,명륜동 체육시설,간이운동장,,부산 동래구 명륜동 산 28-1,,129.0894298,35.21406766,051-550-4512,부산광역시,동래구,19970128
5941,명림공원 간이체육시설,간이운동장,,충청남도 서산시 부춘동,,126.445324,36.784246,041-660-2426,충청남도,서산시,20161231
5942,명문글로벌 앞,간이운동장,,부산 남구 문현동 54-20,외 1필지,129.0777943,35.14592532,051-607-4372,부산광역시,남구,20250120
5943,명산리 게이트볼장,간이운동장,,경기 포천시 군내면 명산리 221-2,,127.2234855,37.86507938,031-538-4204,경기도,포천시,20181126
5944,명성2리 게이트볼장,전천후게이트볼장,,경기 양평군 단월면 명성리 776,,127.6321875,37.61727282,031-770-3164,경기도,양평군,19990101
5945,명성리 개천게이트볼장운동기구,간이운동장,,경상남도 고성군 개천면,,128.262749,35.097732,055-670-5404,경상남도,고성군,20161231
5946,명성마을 체육시설,간이운동장,50448,경상남도 밀양시 상남면 조음리 882-35,조음리 882-10,128.7391465,35.41489771,055-359-5780,경상남도,밀양시,20120101
5947,명수천 약수터,간이운동장,35051,대전광역시 중구 부사동 산4-23,,127.4277872,36.30939834,042-606-6273,대전광역시,중구,19900803
5948,명심근린공원 동네체육시설,간이운동장,,충청북도 청주시 흥덕구 봉명동 2316,,127.46275,36.65730568,043-201-4433,충청북도,청주시,20170426
5949,명안2리 마을회관 건너편 체육시설,간이운동장,37514,경상북도 포항시 북구 청하면 명안리 484-3,,129.289281,36.17980502,054-270-2804,경상북도,포항시,19000101
5950,명암리체육공원,간이운동장,,충청남도 금산군 제원면,,127.585815,36.114649,041-750-2403,충청남도,금산군,20161231
5951,명인 어린이공원,간이운동장,,경기도 수원시 장안구 정자2동,,126.995583,37.294973,031-228-4192,경기도,수원시,20161231
5952,명장배수지상부 체육공원,간이운동장,,부산광역시 동래구 명장1동,,129.110419,35.207242,051-550-4344,부산광역시,동래구,20161231
5953,명장배수지상부인라인스케이트장,간이운동장,607110,부산 동래구 명장1동 419-1,,129.1105081,35.20711092,051-550-4484,부산광역시,동래구,20161231
5954,명정경로당 맞은편 체력단련시설,간이운동장,,경남 통영시 명정동 340,,128.4181689,34.84546677,055-650-4723,경상남도,통영시,20181206
5955,명정고개 체력단련시설,간이운동장,,경남 통영시 명정동 산 28-15,,128.40797,34.850404,055-650-4723,경상남도,통영시,20161231
5956,명정고개길(영신빌라 앞) 체력단련시설,간이운동장,,경남 통영시 명정동 471-1,,128.414903,34.84679188,055-650-4723,경상남도,통영시,20181206
5957,명정천옆 족구장 체육시설,간이운동장,,울산광역시 중구 다운동,,129.290363,35.549799,052-290-3672,울산광역시,중구,20161231
5958,명정천옆 체육시설,간이운동장,,울산광역시 중구 다운동,,129.2914,35.552122,052-290-3672,울산광역시,중구,20161231
5959,명주경로당 앞 체육시설,간이운동장,,경상북도 영천시 북안면,,128.996524,35.874627,054-339-7912,경상북도,영천시,20161231
5960,명주근린공원,간이운동장,,서울특별시 서초구 잠원동,,127.015406,37.517306,02-2155-6860,서울특별시,서초구,20161231
5961,명주마을회관,간이운동장,57253,전라남도 장성군 삼서면 삼계리 328-1,,126.6444415,35.23687279,061-390-8506,전라남도,장성군,19990101
5962,명주원곡경로당 건강관리실,간이운동장,,경상북도 영천시 북안면,,128.997068,35.873708,054-339-7912,경상북도,영천시,20161231
5963,명지75호광장 게이트볼장,전천후게이트볼장,618814,부산 강서구 명지동 2749-1,,128.9224298,35.09316204,051-970-4121,부산광역시,강서구,20190411
5964,명지75호광장 게이트볼장,간이운동장,46717,부산광역시 강서구 명지동 1-5,Jan-49,128.9307559,35.11220709,051-970-4121,부산광역시,강서구,20191113
5965,명지공원,간이운동장,39207,경상북도 구미시 봉곡동 207-8,207-5일원,128.3123806,36.15303881,054-480-5573,경상북도,구미시,19000101
5966,명지국제신도시1-1,간이운동장,,부산 강서구 명지동 3403,,128.9125464,35.09438901,051-970-4121,부산광역시,강서구,19990101
5967,명지국제신도시1-2,간이운동장,,부산 강서구 명지동 3606,,128.9109421,35.08970808,051-970-4121,부산광역시,강서구,19990101
5968,명지다목적인조잔디운동장,축구장,618814,부산 강서구 명지동 3247,,128.9066527,35.08746333,051-970-4121,부산광역시,강서구,20120323
5969,명지동 쌈지공원 체육시설,간이운동장,618815,부산 강서구 명지동 1459-4,,128.9289064,35.10297228,051-970-4121,부산광역시,강서구,20190411
5970,명지동75호광장테니스장,테니스장,46772,부산광역시 강서구 명지동 2984-31,,128.9179518,35.09099855,051-970-4122,부산광역시,강서구,19990101
5971,명지마을 체력단련시설,간이운동장,53080,경상남도 통영시 산양읍 풍화리 1556-1,,128.3393812,34.82777839,055-650-4723,경상남도,통영시,20181123
5972,명지맨션,간이운동장,,광주광역시 남구 주월2동,,126.888906,35.138724,062-607-2841,광주광역시,남구,20161231
5973,명지맨션,간이운동장,,광주광역시 남구 봉선2동,,126.919277,35.127791,062-607-2841,광주광역시,남구,20161231
5974,명지사업소 체육시설,기타시설,46726,부산광역시 강서구 명지동 3226-1,명지사업소,128.8988296,35.09078989,051-790-3514,부산광역시,,20200101
5975,명지새동네 체육시설(어업인복지회관 옆),간이운동장,46725,부산광역시 강서구 명지동 1451-4,,128.9302555,35.10717199,051-970-4121,부산광역시,강서구,20190411
5976,명지시장 체육시설,간이운동장,618813,부산 강서구 명지동 1-402,,128.9316473,35.11168462,051-970-4121,부산광역시,강서구,20190411
5977,명지오션시티 근린공원 게이트볼장,간이운동장,,부산광역시 강서구 명지동 3247,,128.9066527,35.08746333,051-970-4122,부산광역시,강서구,19990101
5978,명지오션시티 인조잔디족구장,간이운동장,,부산광역시 강서구 명지동,,128.900153,35.087749,051-970-4122,부산광역시,강서구,19990101
5979,명지오션시티 해안 산책로 체육시설,간이운동장,,부산광역시 강서구 명지동,,128.911769,35.079987,051-970-4122,부산광역시,강서구,20161231
5980,명지오션시티 해안산책로 체육시설(7개소),간이운동장,46764,부산광역시 강서구 명지동 3308-3,,128.9120349,35.08488043,051-970-4121,부산광역시,강서구,20190411
5981,명지초등학교 체육시설,간이운동장,,부산광역시 강서구 명지동,,128.92535,35.106475,051-970-4122,부산광역시,강서구,20161231
5982,명지환경공원게이트볼장,전천후게이트볼장,46726,부산광역시 강서구 명지동 3226-1,,128.8988296,35.09078989,051-790-3514,부산광역시,,19990101
5983,명진1리 덕동경로당,간이운동장,36756,경상북도 안동시 일직면 명진리 179-5,,128.6461827,36.42976196,054-840-4261,경상북도,안동시,20220330
5984,명진1리 바랑골,간이운동장,36756,경상북도 안동시 일직면 명진리 산42-1,,128.6429302,36.44095583,054-840-4261,경상북도,안동시,20180511
5985,명진2리경로당,간이운동장,36756,경상북도 안동시 일직면 명진리 113-4,,128.6544754,36.43236967,054-840-4261,경상북도,안동시,20170101
5986,명촌족구장,기타시설,,울산 북구 명촌동 757-2,,129.3518101,35.55334163,052-241-7346,울산광역시,북구,19990101
5987,명포마을 체육시설,간이운동장,,경남 밀양시 초동면 명성리 2823,,128.6655792,35.40715694,055-359-5780,경상남도,밀양시,20110525
5988,명호면 재래시장입구 공원,간이운동장,,경북 봉화군 명호면 도천리 258-3,,128.8987389,36.85844685,054-679-5813,경상북도,봉화군,20201207
5989,명호면 체육공원,간이운동장,36252,경상북도 봉화군 명호면 도천리 246-6,,128.9157237,36.88554295,054-679-6133,경상북도,봉화군,20100101
5990,명호면 체육공원,간이운동장,755862,경북 봉화군 명호면 도천리 189-1,,128.9012942,36.85889189,054-679-5813,경상북도,봉화군,20100101
5991,명호면 체육공원(어린이용),간이운동장,755862,경북 봉화군 명호면 도천리 189-1,,128.9012942,36.85889189,054-679-5813,경상북도,봉화군,20150101
5992,명호면풋살장,기타시설,36252,경상북도 봉화군 명호면 도천리 195-3 명호초등학교,,128.8990986,36.85605923,054-679-6954,경상북도,봉화군,19000101
5993,명화동 명화마을 동네체육시설,간이운동장,62459,광주광역시 광산구 명화동 478-5,,126.7218851,35.1244667,062-960-9923,광주광역시,광산구,20111123
5994,모가면체육공원 실내체육관,생활체육관,17407,경기도 이천시 모가면 소고리 625-5,,127.4548813,37.18329767,031-644-4317,경기도,이천시,19000101
5995,모가면체육공원 인라인장,기타시설,17407,경기도 이천시 모가면 소고리 623-9,,127.4512754,37.18314774,031-644-4315,경기도,이천시,19990101
5996,모가면체육공원 족구장,기타시설,17407,경기도 이천시 모가면 소고리 627,,127.4567688,37.18234196,031-644-4315,경기도,이천시,19990101
5997,모가면체육공원 테니스장,테니스장,17407,경기도 이천시 모가면 소고리 627,,127.4567688,37.18234196,031-644-4315,경기도,이천시,19990101
5998,모가면체육공원축구장,축구장,17407,경기도 이천시 모가면 소고리 625-5,,127.4548813,37.18329767,031-644-4315,경기도,이천시,19990101
5999,모곡 게이트볼장,전천후게이트볼장,17746,경기도 평택시 모곡동 444,,127.075836,37.03540446,031-8024-6303,경기도,평택시,19000101
6000,모곡동 족구장,간이운동장,,경기도 평택시 송탄동,,127.071926,37.026804,031-8024-6302,경기도,평택시,20161231
6001,모곡동 족구장,간이운동장,459040,경기 평택시 모곡동 323-2,,127.0718315,37.02676778,031-8024-6302,경기도,평택시,20180322
6002,모덕 체육시설,간이운동장,46940,부산광역시 사상구 덕포동 산8-1 청용암,덕포2동 산8-1번지(삼각정 뒤 철탑 우측 정상),128.994754,35.171481,051-310-4124,부산광역시,사상구,20161009
6003,모덕초등학교 체육시설,간이운동장,46931,부산광역시 사상구 모라동 1364-1 모덕초등학교,모라1동 1364-1(모덕초등 內),128.991937,35.182702,051-310-4124,부산광역시,사상구,20161009
6004,모도리경로당 소규모체력단련기구,간이운동장,23113,인천광역시 옹진군 북도면 모도리 74-2 모도리노인정,,126.4121268,37.53516323,032-899-2263,인천광역시,옹진군,20110501
6005,모도소공원 소규모체력단련기구,간이운동장,23113,인천광역시 옹진군 북도면 모도리 77,,126.4111178,37.53441759,032-899-2263,인천광역시,옹진군,20100501
6006,모동면 덕곡2리(덕곡2리 버스승강장) 동네체육시설,간이운동장,37272,경상북도 상주시 모동면 덕곡리 876,,127.966135,36.32455844,054-537-8262,경상북도,상주시,20150101
6007,모동면 덕곡2리(안평마을회관) 동네체육시설,간이운동장,37271,경상북도 상주시 모동면 덕곡리 982,,127.9617301,36.32714241,054-537-8262,경상북도,상주시,20150101
6008,모동면 덕곡2리(터골집하장) 동네체육시설,간이운동장,37272,경상북도 상주시 모동면 덕곡리 876,,127.966135,36.32455844,054-537-8262,경상북도,상주시,20150101
6009,모동면 상판1리 동네체육시설,간이운동장,742912,경북 상주시 모동면 상판리 산 18-5,,128.007168,36.29809372,054-537-8262,경상북도,상주시,20140101
6010,모동면 상판2리 동네체육시설,간이운동장,37273,경상북도 상주시 모동면 상판리 824,,127.9763814,36.29678111,054-537-8262,경상북도,상주시,20150101
6011,모동면 수봉2리(마을회관) 동네체육시설,간이운동장,37274,경상북도 상주시 모동면 수봉리 39,,127.9489054,36.28710048,054-537-8262,경상북도,상주시,20160101
6012,모동면 수봉2리(오도티) 동네체육시설,간이운동장,742911,경북 상주시 모동면 수봉리 430,,127.9376593,36.27859219,054-537-8262,경상북도,상주시,20160101
6013,모동면 신천2리 동네체육시설,간이운동장,742911,경북 상주시 모동면 신천리 477-5,,127.9588746,36.3034976,054-537-8262,경상북도,상주시,20120101
6014,모동면 신천리 동네체육시설,간이운동장,37273,경상북도 상주시 모동면 신천리 128 중모초등학교,,127.9594071,36.30116115,054-537-8262,경상북도,상주시,20090101
6015,모동면 용호1리 동네체육시설,간이운동장,742911,경북 상주시 모동면 금천리 643-3,,127.9556343,36.3204255,054-537-8262,경상북도,상주시,20140101
6016,모동면 이동1리 동네체육시설,간이운동장,37272,경상북도 상주시 모동면 이동리 373,,127.9745598,36.31464232,054-537-8262,경상북도,상주시,20130101
6017,모동면 이동3리 동네체육시설,간이운동장,37272,경상북도 상주시 모동면 이동리 75-3,,127.9820836,36.31970285,054-537-8262,경상북도,상주시,20160101
6018,모동면 이동리 게이트볼장,간이운동장,742912,경북 상주시 모동면 이동리 657,,127.9651217,36.30270118,054-537-8262,경상북도,상주시,20170220
6019,모동면 이동리 동네체육시설,간이운동장,742912,경북 상주시 모동면 이동리 657,,127.9651217,36.30270118,054-537-8262,경상북도,상주시,20070101
6020,모두누림센터,기타시설,18274,경기도 화성시 남양읍 남양리 2147 화성서부복합문화센터,,126.8287365,37.19878594,031-350-4362,경기도,화성시,19990101
6021,모라3동 돌산 체육시설,간이운동장,46933,부산광역시 사상구 모라동 산93 천지암,모라3동 산93(모라1동 우성2차＠ 뒤편),129.003878,35.190066,051-310-4124,부산광역시,사상구,20161009
6022,모라3동 백양공원,간이운동장,46935,부산광역시 사상구 모라동  75-6 부산교회,모라3동 75-5,129.0016397,35.1821236,051-310-4121,부산광역시,사상구,20161228
6023,모라배수지 체육시설,간이운동장,46937,부산광역시 사상구 모라동 596 용운사,모라3동 1363,128.992388,35.181195,051-310-4124,부산광역시,사상구,20161009
6024,모라벽산＠뒤 체육시설,간이운동장,46927,부산광역시 사상구 모라동 산91-2,모라1동 산91(덕진정),128.997175,35.190585,051-310-4124,부산광역시,사상구,20161009
6025,모라중학교 체육시설,간이운동장,46928,부산광역시 사상구 모라동 1348 모라중학교,모라1동 1348(모라중학교),128.992444,35.190671,051-310-4124,부산광역시,사상구,20161009
6026,모래골쉼터,간이운동장,760300,경북 안동시 송현동 459-4,,128.6985942,36.58201109,054-840-4944,경상북도,안동시,20110101
6027,모래시계공원 체육시설,간이운동장,,강원특별자치도 강릉시 강동면 정동진리 569-2,,129.0383246,37.68724215,033-660-3598,강원특별자치도,강릉시,20170302
6028,모랫어린이공원,간이운동장,,서울특별시 도봉구 창4동,,127.051919,37.646733,02-2091-3756,서울특별시,도봉구,20161231
6029,모량리 마을쉼터,간이운동장,38180,경상북도 경주시 건천읍 모량리 612-14,,129.1303473,35.82349213,054-779-8081,경상북도,경주시,20100101
6030,모량리 복지회관 앞,간이운동장,,경상북도 경주시 건천읍 모량리 방내길 65-2,,127.265434,36.49787653,054-779-8081,경상북도,경주시,20150101
6031,모례숲 체육시설,간이운동장,,경남 밀양시 교동 185,,128.7789503,35.50622316,055-359-6901,경상남도,밀양시,20100101
6032,모로골 샘터,간이운동장,,강원특별자치도 양양군 양양읍,,128.599928,38.085848,033-670-2732,강원특별자치도,양양군,20161231
6033,모로마을체육시설,간이운동장,50408,경상남도 밀양시 무안면 모로리 462-1,,128.6463497,35.46200894,055-359-5810,경상남도,밀양시,20110101
6034,모로실공원,간이운동장,39343,경상북도 구미시 상모동 252-2,253-6일원,128.3473608,36.08679631,054-480-5573,경상북도,구미시,19000101
6035,모리포어린이공원,간이운동장,,인천광역시 남구 학익1동,,126.659387,37.44005,032-880-4498,인천광역시,남구,20161231
6036,모산2구 마을회관 주민생활체육시설,간이운동장,58147,전라남도 화순군 한천면 모산리 796-3 도산마을회관,,126.9639722,34.97272159,061-379-3403,전라남도,화순군,20171229
6037,모산공원,간이운동장,,대전광역시 중구 문화2동,,127.398825,36.30648,02-606-7754,대전광역시,중구,20161231
6038,모서면 대포1리 동네체육시설,간이운동장,37270,경상북도 상주시 모서면 대포리 142-6,,128.0139337,36.35632239,054-537-8294,경상북도,상주시,19990101
6039,모서면 득수2리(마을회관) 동네체육시설-2,간이운동장,37276,경상북도 상주시 모서면 득수리 184-3,,127.9024831,36.33526065,054-537-8296,경상북도,상주시,20150101
6040,모서면 삼포1리(학교) 동네체육시설,간이운동장,37275,경상북도 상주시 모서면 삼포리 202-1 모서초등학교,,127.9612262,36.34269302,054-537-8294,경상북도,상주시,20130101
6041,모서면 삼포2리(사랑공원) 동네체육시설,간이운동장,742891,경북 상주시 모서면 삼포리 287-3,사랑공원,127.9622912,36.33944033,054-537-8294,경상북도,상주시,20060101
6042,모서면 서부출장소 동네체육시설,간이운동장,37276,경상북도 상주시 모서면 정산리 549-4,,127.8710225,36.30681099,054-537-8296,경상북도,상주시,20180101
6043,모서면 석산1리 동네체육시설-2,간이운동장,37270,경상북도 상주시 모서면 석산리 913,390-2,127.9687851,36.36158119,054-537-8294,경상북도,상주시,20210101
6044,모서면 석산2리(갈밭) 동네체육시설,간이운동장,37270,경상북도 상주시 모서면 석산리 165-2,마을회관,127.9755481,36.36354472,054-537-8296,경상북도,상주시,20200101
6045,모서면 석산2리(봉양) 동네체육시설,간이운동장,37270,경상북도 상주시 모서면 석산리 914,,127.9611836,36.36750001,054-537-8296,경상북도,상주시,20180101
6046,모서면 소정1리(마을회관) 동네체육시설-2,간이운동장,37270,경상북도 상주시 모서면 소정리 418-2,667-2,127.9978594,36.34945245,054-537-8296,경상북도,상주시,20210101
6047,모서면 정산1리 동네체육시설(배구장),간이운동장,742893,경북 상주시 모서면 정산리 877-94,,127.8668018,36.30670225,054-537-8296,경상북도,상주시,20180101
6048,모서면 호음2리 동네체육시설,간이운동장,37276,경상북도 상주시 모서면 호음리 35-4,,127.8578689,36.31358205,054-537-8296,경상북도,상주시,20200101
6049,모선동 체육시설,간이운동장,50455,경상남도 밀양시 초동면 검암리 158-4,,128.6932494,35.40123284,055-359-5780,경상남도,밀양시,20200101
6050,모시래 체육시설,간이운동장,27478,충청북도 충주시 단월동 351-2,,127.9101387,36.95239359,043-850-6621,충청북도,충주시,20130523
6051,모시래마을 체육시설(2021),간이운동장,,충북 충주시 단월동 242-7,,127.9106819,36.95313217,043-850-2703,충청북도,충주시,20210407
6052,모아1리 마을회관,간이운동장,780874,경북 경주시 천북면 모아리 184-1,,129.2527776,35.92318377,054-779-6967,경상북도,경주시,20191226
6053,모아2리 마을회관,간이운동장,38031,경상북도 경주시 천북면 오야리 1142-5,,129.2356603,35.93043533,054-779-8302,경상북도,경주시,20180101
6054,모아2리 마을회관,간이운동장,38031,경상북도 경주시 천북면 오야리 1142-5,,129.2356603,35.93043533,054-779-8302,경상북도,경주시,20240315
6055,모아래마을마당,간이운동장,,서울특별시 금천구 가산동,,126.889325,37.472917,02-2627-1655,서울특별시,금천구,20161231
6056,모아미래도아파트,간이운동장,,광주광역시 북구 용봉동,,126.893602,35.176679,062-510-1267,광주광역시,북구,20161231
6057,모아타운,간이운동장,,광주광역시 북구 중흥2동,,126.906278,35.169441,062-510-1267,광주광역시,북구,20161231
6058,모악산다목적운동장,축구장,55362,전북특별자치도 완주군 구이면 원기리 1069-6,,127.1084409,35.72920501,063-290-2752,전북특별자치도,완주군,20001201
6059,모암마을회관,간이운동장,57231,전라남도 장성군 서삼면 모암리 381-2 모암마을회관,,126.7605073,35.37413293,061-390-8506,전라남도,장성군,19990101
6060,모전공원 게이트볼장,간이운동장,745883,경북 문경시 모전동 263-1,,128.1877923,36.58865819,054-550-6346,경상북도,문경시,19990101
6061,모전공원 농구장,간이운동장,745882,경북 문경시 모전동 254,,128.1871003,36.58783248,054-550-6346,경상북도,문경시,19990101
6062,모전공원 다목적구장,간이운동장,745883,경북 문경시 모전동 701,,128.1846682,36.58954352,054-550-6346,경상북도,문경시,19990101
6063,모전공원 풋살장,간이운동장,745883,경북 문경시 모전동 701,,128.1846682,36.58954352,054-550-6346,경상북도,문경시,19990101
6064,모정(2) 체육시설,간이운동장,,경남 밀양시 상동면 고정리 2553,,128.7979506,35.56854099,055-359-5780,경상남도,밀양시,20150101
